account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100,ideology2,phi
karaswisher,0.0057878,1555,0.9166667,1875010,master only (1),-0.647967959,
HoodieAllen,0.0015798,633,0.9166667,1027044,master only (1),-0.611961502,
iamSushanthA,0.0858086,1212,0.9162996,625057,master only (1),1.177153293,
ToolzO,0.019214,1145,0.9150685,774635,master only (1),-0.536256102,
madhukishwar,0.1765613,2594,0.9142857,991072,master only (1),1.093981033,
dbongino,0.1762871,1282,0.9142857,600695,master only (1),2.079860121,
GujaratHistory,0.1051005,647,0.9142857,1282492,master only (1),1.466102444,
angelayee,0.0348361,488,0.9142857,1311477,master only (1),-1.092730912,
vernonkay,0.2453386,2038,0.9130435,4780518,master only (1),-0.09840644,
BillSimmons,0.0971429,1050,0.9130435,1960547,master only (1),-0.735085683,
lasizwe,0.0438503,935,0.9130435,1514562,master only (1),0,
SteveSchmidtSES,0.0322188,1645,0.9130435,1354054,master only (1),0.475122244,
davidhogg111,0.1508932,2631,0.9117647,524372,master only (1),-0.483232073,
SahuPradipta,0.0884285,1979,0.9117647,1424828,master only (1),1.524090544,
DatPiff,0.029106,962,0.9117647,1239939,master only (1),0.001027637,
alispagnola,0.0159292,565,0.9117647,684219,master only (1),0,
Tyrese,,,0.9117647,567143,master only (1),0.040981929,
timheidecker,0.1935018,1385,0.9090909,964895,master only (1),0.111156955,
andrewchristian,0.1447028,387,0.9090909,924544,master only (1),1.19052732,
AntonioSabatoJr,0.1330645,248,0.9090909,694289,master only (1),1.668136886,
JoeBudden,0.1292639,557,0.9090909,1223792,master only (1),-1.69201613,
mzveegh,0.1123727,2554,0.9090909,666687,master only (1),-1.293181811,
Lesdoggg,0.0977597,491,0.9090909,1106911,master only (1),-1.36991527,
patmcgrathreal,0.0653514,811,0.9090909,1371753,master only (1),-0.977150289,
MissMalini,0.0612245,294,0.9090909,749563,master only (1),0.497570284,
CarolRadull,0.0607798,872,0.9090909,1316762,master only (1),0.212674085,
BumbleCricket,0.0605613,1354,0.9090909,2084171,master only (1),-0.154273167,
NatashaBertrand,0.0594766,2522,0.9090909,1798918,master only (1),0.84484549,
cricketwallah,0.0589888,356,0.9090909,603906,master only (1),-0.493614273,
BigBoyler,0.0581761,636,0.9090909,860616,master only (1),-1.028941772,
GabbyQuinteros,0.0549451,182,0.9090909,1179369,master only (1),-1.580010757,
DillonFrancis,0.0528129,871,0.9090909,5861785,master only (1),-2.047260997,
AvaAddams,0.046473,1205,0.9090909,722370,master only (1),1.04134553,
dineoranaka,0.0441989,362,0.9090909,724586,master only (1),0.658936916,
BashirAhmaad,0.0441558,385,0.9090909,999545,master only (1),-0.239779288,
Maven,0.0386196,1217,0.9090909,527961,master only (1),1.35587729,
TarekFatah,0.0314208,1464,0.9090909,617294,master only (1),1.247440388,
varshasinghmcx,0.0302594,2776,0.9090909,2665075,master only (1),1.215846412,
michellemalkin,0.0279898,786,0.9090909,3081983,master only (1),1.407700113,
KBonimtetezi,0.0261588,2179,0.9090909,518972,master only (1),0,
Brodiesmith21,0.0245098,408,0.9090909,583096,master only (1),1.715190355,
JhaSanjay,0.0243902,123,0.9090909,539089,master only (1),-0.792857895,
TimothyDeLaG,0.0112469,2045,0.9090909,1048917,master only (1),-0.645764964,
KameronBennett,0.0082988,964,0.9090909,536438,master only (1),0,
JamesGunn,0.0075431,928,0.9090909,1022053,master only (1),-0.913359308,
MinisterKTR,0,384,0.9090909,854317,master only (1),0,
MbuyiseniNdlozi,0.0167598,358,0.9069768,3727831,master only (1),0.10065421,
VanJones68,0.107284,1771,0.90625,2757016,master only (1),0.753838394,
PressSec,0.0893471,2037,0.90625,683117,master only (1),1.541593835,
elrufai,0.0402462,2112,0.90625,566183,master only (1),0.609138765,
shekharkapur,0.1465721,846,0.9047619,631210,master only (1),0.226728107,
AOC,0.0966364,1873,0.9047619,663771,master only (1),-1.54558716,
WesleyLowery,0.0876133,331,0.9047619,795682,master only (1),0.801811212,
WhitneyCummings,0.0789133,2319,0.9047619,749310,master only (1),-0.896697346,
cher,0.0449198,935,0.9047619,1091536,master only (1),-1.904892384,
BrendanSchaub,0.0375671,559,0.9047619,703797,master only (1),0.574721221,
jasoninthehouse,0.0065076,1844,0.9047619,1292409,master only (1),1.584555788,
arobertwebb,,,0.9047619,533568,master only (1),0.37482738,
kunalkamra88,0.0116732,514,0.9038461,670999,master only (1),0,
MelanieIglesias,0.187437,2977,0.9032258,669348,master only (1),-1.042466989,
finebaum,0.0871632,631,0.9032258,687507,master only (1),0.900815357,
pattonoswalt,0.0825036,1406,0.9032258,2195595,master only (1),-1.650832841,
iamharishkalyan,0.0682511,1641,0.9032258,656917,master only (1),-0.343870728,
deejayneptune,0.006135,489,0.9032258,937358,master only (1),-0.41514222,
LilNasX,,,0.9032258,502289,master only (1),-0.585872913,
thefader,0.0419664,834,0.902439,572756,master only (1),-1.669872142,
TonyBellew,0.0104712,382,0.9022989,1817526,master only (1),-1.224121621,
InigoDPascual,0.3622921,541,0.9,733900,master only (1),0,
rajasthanroyals,0.3622589,726,0.9,623092,master only (1),0.269005826,
SaraJayXXX,0.3554217,2656,0.9,994618,master only (1),-1.277187095,
MythriOfficial,0.2385399,1178,0.9,860514,master only (1),0,
jamesmartinchef,0.2262931,464,0.9,4577366,master only (1),-0.707823099,
jacksfilms,0.1849501,1103,0.9,1731891,master only (1),0.304289199,
Manny_Official,0.1479751,642,0.9,2736349,master only (1),0,
grandayy,0.1383459,665,0.9,6861128,master only (1),0.621649515,
Squawka,0.1283784,296,0.9,610956,master only (1),0,
NiallOfficial,0.097973,296,0.9,1448670,master only (1),-0.049087281,
PastorEAAdeboye,0.0808989,445,0.9,3799381,master only (1),0,
therealgokwan,0.0785855,509,0.9,795613,master only (1),-0.949379989,
charlieINTEL,0.0700447,671,0.9,567466,master only (1),0,
MissUniverse,0.0685484,248,0.9,518387,master only (1),0.462712765,
brittany_broski,0.0659341,364,0.9,1401121,master only (1),0.352468401,
FormaL,0.0597015,201,0.9,590702,master only (1),0,
AbiRatchford,0.056806,933,0.9,655007,master only (1),-0.64754957,
jackieaina,0.0492483,1929,0.9,4638887,master only (1),-2.074194449,
MollyJongFast,0.0451423,1019,0.9,666906,master only (1),-0.598219733,
joshgad,0.0430073,3139,0.9,582783,master only (1),-1.254137539,
richardosman,0.0387324,284,0.9,4742454,master only (1),-0.744638411,
JayzTwoCents,0.0300509,2163,0.9,682256,master only (1),0.191767353,
reallorraine,0.028436,211,0.9,663320,master only (1),0.007582775,
Castro1021,0.0246679,527,0.9,1557179,master only (1),1.056880325,
MoneyBaggYo,0.0239362,752,0.9,1285015,master only (1),0,
thejessicadrake,0.0224791,1557,0.9,1188391,master only (1),-1.654231486,
birbigs,0.0212766,188,0.9,693735,master only (1),-0.891025853,
stoolpresidente,0.0192308,312,0.9,674990,master only (1),1.156413022,
EclecticMethod,0.0182768,383,0.9,1890237,master only (1),-1.861590662,
KiDiMusic,0.0166976,539,0.9,700361,master only (1),0,
AchievementHunt,0.0135135,74,0.9,1252703,master only (1),-2.120358208,
Moz,0.0107981,2130,0.9,1013091,master only (1),0.655248917,
BarstoolBigCat,0.009247,757,0.9,39495928,matched (3),1.04081892,
queennaija,0.0083333,240,0.9,1161395,master only (1),0,
NickEh30,0.0079787,752,0.9,1595942,master only (1),0,
Alyssa_Milano,0.0052411,954,0.9,1509119,master only (1),-0.331258472,
iam_YCee,0.0028902,346,0.9,1024954,master only (1),0,
chefjoseandres,0,30,0.9,671720,master only (1),0.312084018,
hollyrpeete,0,134,0.9,864746,master only (1),-1.52001105,
Alhamdhulillaah,,,0.9,1170312,master only (1),0,
rudeboypsquare,0.0130152,461,0.8987342,616416,master only (1),0,
kamaalrkhan,0.0643564,1010,0.897541,545647,master only (1),0,
memgrizz,0.0674653,1586,0.8965517,539531,master only (1),0.46594309,
bambiblacks_uk,0.0481651,436,0.8965517,908686,master only (1),0,
harbhajan_singh,0.0396825,126,0.8965517,573264,master only (1),0.983025924,
RujutaDiwekar,0.0391608,1430,0.8965517,607354,master only (1),-0.491515253,
SenMutula,0.0058423,1027,0.8965517,1124451,master only (1),0.698568739,
Asma_Jahangir,0.0035928,835,0.8965517,890093,master only (1),1.17465899,
LarryMadowo,0.0401189,673,0.8947368,701687,master only (1),0.408682206,
actor_Nikhil,0.0357698,643,0.8947368,626248,master only (1),1.511553597,
DeShobhaa,0.0323383,2010,0.8947368,1446057,master only (1),0,
SakajaJohnson,0.0195122,1025,0.8947368,506716,master only (1),0.846748483,
TheMahiraKhan,0.0144853,1933,0.8947368,572640,master only (1),0.099855507,
jack,0.0092166,868,0.8947368,530539,master only (1),-0.354186536,
_AlexHirsch,0.0060423,331,0.8947368,552514,master only (1),-1.950943058,
PeshawarZalmi,0.0044955,2002,0.8947368,1052891,master only (1),0,
GaryValenciano1,0,341,0.8947368,992560,master only (1),0.801689941,
Padmasree,0,518,0.8947368,638342,master only (1),-0.338299455,
realjeffreyross,0.1735206,1994,0.893617,3700711,master only (1),0.640336958,
JoeyGraceffa,0.0068571,1750,0.893617,788490,master only (1),-2.50658585,
joelcomm,0.1106594,2214,0.8918919,907994,master only (1),1.458760351,
TheBiancaDelRio,0.1170684,2033,0.8913044,622250,master only (1),-1.397254212,
RomeshRanga,0.0224189,1695,0.8913044,1099211,master only (1),-0.048278579,
Akademiks,0.0096567,2796,0.8913044,1325252,master only (1),-1.969817484,
CoolerMaster,0.2273642,994,0.8909091,5247597,master only (1),0,
BrennenTaylor,0.006079,329,0.8909091,1101034,master only (1),-0.275701211,
TonyReali,0.0157288,2861,0.8902439,577109,master only (1),-1.093086856,
marcmaron,0.310241,664,0.8888889,10455824,master only (1),-1.286387661,
remodsouza,0.2851406,249,0.8888889,599760,master only (1),-0.505531736,
DarrenDreger,0.2417582,182,0.8888889,573910,master only (1),-1.121342581,
SophieKasaei_,0.2277487,382,0.8888889,808602,master only (1),1.019538723,
jccaylen,0.1779661,236,0.8888889,1861589,master only (1),0,
daisymarquez_,0.1661891,349,0.8888889,1277310,master only (1),0,
funnyordie,0.1381733,427,0.8888889,2690164,master only (1),-0.762613442,
ritika_offl,0.1203209,374,0.8888889,673116,master only (1),0.125764325,
Masandawana,0.1196581,234,0.8888889,2469330,master only (1),0,
dinahjane97,0.1143791,306,0.8888889,4552844,master only (1),-1.382575952,
SMii7Y,0.1044776,67,0.8888889,623837,master only (1),-0.436973893,
PFTCommenter,0.1043046,604,0.8888889,1053764,master only (1),1.020764076,
Michael_Fabiano,0.0957447,282,0.8888889,4080160,master only (1),1.467833159,
TheRealTank,0.0753425,146,0.8888889,1445394,master only (1),-0.843407181,
davido,0.0704545,440,0.8888889,899097,master only (1),0.03241508,
rioferdy5,0.0662983,181,0.8888889,4118110,master only (1),0.009047394,
CeeLoGreen,0.0645969,1997,0.8888889,790435,master only (1),-0.213944639,
Sibi_Sathyaraj,0.0612245,392,0.8888889,664435,master only (1),0.782555755,
ZerkaaHD,0.0595745,235,0.8888889,577168,master only (1),-0.374884453,
JohnBoyega,0.0583942,548,0.8888889,1265300,master only (1),-1.115416114,
KwestaDaKAR,0.0496454,141,0.8888889,515783,master only (1),-0.305243499,
LukeBryanOnline,0.0461538,260,0.8888889,773743,master only (1),1.741430356,
TylerJCameron3,0.0429799,698,0.8888889,780512,master only (1),0,
RuPaulsDragRace,0.0416667,360,0.8888889,849264,master only (1),-1.923880088,
robinthicke,0.04,25,0.8888889,925369,master only (1),-0.549611385,
SofiaCarson,0.0340633,822,0.8888889,1099365,master only (1),-0.824237044,
KylieJenner,0.0334262,359,0.8888889,914828,master only (1),-0.106366667,
danawhite,0.0327869,61,0.8888889,6794126,master only (1),1.014895278,
iadorewomen_,0.0324544,493,0.8888889,905593,master only (1),0,
jamessmurray,0.0299625,534,0.8888889,13821067,master only (1),0.894102366,
MrSavage,0.0250896,279,0.8888889,605526,master only (1),-1.203708377,
spidadmitchell,0.0243902,902,0.8888889,695224,master only (1),-0.782564884,
StormyDaniels,0.0243243,370,0.8888889,2535080,master only (1),-2.049814191,
CallMeCarsonYT,0.0240964,83,0.8888889,852680,master only (1),0.578070897,
robertmarawa,0.0231884,1725,0.8888889,750648,master only (1),-0.087398708,
DebraMessing,0.0181718,1816,0.8888889,519917,master only (1),-1.49935381,
Omojuwa,0.016632,481,0.8888889,588874,master only (1),1.094949738,
goodbeanalt,0.0165663,664,0.8888889,6735919,master only (1),-0.564236125,
JacobWhitesides,0.0163934,244,0.8888889,10702126,master only (1),-1.853025867,
lookeastwest,0.0160858,746,0.8888889,1632743,master only (1),0.983572892,
IvankaTrump,0.0142857,770,0.8888889,953968,master only (1),1.202224216,
AYCOMEDIAN,0.0142349,281,0.8888889,1646263,master only (1),0.336786597,
Casey,0.0139211,431,0.8888889,1656680,master only (1),0.602432758,
Ebuka,0.0135034,1333,0.8888889,1285739,master only (1),-0.296663699,
msm4rsh,0.012945,618,0.8888889,9672877,master only (1),0.143424559,
Valkyrae,0.0127389,314,0.8888889,517810,master only (1),0.950956491,
chancetherapper,0.0106952,935,0.8888889,1069112,master only (1),-0.889857208,
kittyxkum,0.0095541,628,0.8888889,1076067,master only (1),0,
TheMarkHenry,0.00883,453,0.8888889,828826,master only (1),-0.658226219,
CarmellaWWE,0.008658,231,0.8888889,33748675,matched (3),0.30727533,
MensaOtabil,0.007732,388,0.8888889,5308125,master only (1),0,
Bollyhungama,0.0065147,307,0.8888889,1502941,master only (1),-0.708029845,
jadande,0.0049751,201,0.8888889,1039369,master only (1),-1.112843173,
TBLightning,0.0042194,237,0.8888889,560259,master only (1),0,
kimmygrangerxxx,0.0036496,274,0.8888889,725763,master only (1),-0.000577773,
aa9skillz,0.0033333,300,0.8888889,1114119,master only (1),0,
ANGELAWHITE,0,72,0.8888889,1084033,master only (1),-1.147888494,
mrdanwalker,0.1496526,1871,0.8876405,999155,master only (1),0.663784704,
JamesPearceLFC,0.1112912,1851,0.8866667,636851,master only (1),-0.98571046,
hankgreen,0.0306748,1793,0.8866667,876635,master only (1),-1.764712937,
Boity,0.0456989,372,0.8863636,668988,master only (1),-0.409839952,
edgarwright,0.0114155,438,0.8846154,2062022,master only (1),-0.672289117,
KoinangeJeff,0.0015686,2550,0.884058,535724,master only (1),-0.528027499,
zaibatsu,0.1255605,669,0.8823529,8777359,master only (1),0.905201806,
BankyW,0.0906977,430,0.8823529,1486216,master only (1),-0.250277513,
AdvoBarryRoux,0.0694444,360,0.8823529,2068457,master only (1),0,
k_satyarthi,0.056962,632,0.8823529,1114909,master only (1),-0.527680888,
tavleen_singh,0.0420168,238,0.8823529,786905,master only (1),0.957682574,
sonamakapoor,0.0351759,199,0.8823529,630984,master only (1),0.138283891,
nachosarah,0.0140845,639,0.8823529,8336280,master only (1),0.224717856,
russell_kane,0.0082136,974,0.8823529,638836,master only (1),0.059786344,
itvcorrie,0.0080515,1242,0.8823529,1306026,master only (1),0.840914809,
LaidbackLuke,0.0065646,457,0.8823529,990045,master only (1),0.627613206,
ggreenwald,0.0053097,565,0.8823529,882151,master only (1),0.237858449,
SashaGrey,0.0467785,2266,0.8817204,1819278,master only (1),-1.563925757,
SarahMillican75,0.0969257,2342,0.8809524,615049,master only (1),-1.346288314,
shondarhimes,0.0034247,584,0.8809524,712113,master only (1),-1.277298047,
jonnysun,0.0239234,627,0.88,514693,master only (1),-1.955362094,
kipmurkomen,0.0071023,704,0.88,726123,master only (1),0.709095782,
godsgirl8494,0.0192308,468,0.8787879,1208706,master only (1),1.083138568,
scotthoying,,,0.8787879,657501,master only (1),-1.053583657,
Nadeshot,0.0459482,1197,0.8780488,570808,master only (1),0.553089018,
meganamram,0.0421456,261,0.8780488,820890,master only (1),-1.766488121,
notthefakeSVP,0.0585384,2682,0.877551,3013878,master only (1),0.47576009,
KathleenLights1,0.0333872,1857,0.877193,853721,master only (1),0.829746686,
lohanthony,0.0531599,2690,0.8767123,1696680,master only (1),-1.260982712,
Robbie9Fowler,0.131638,2674,0.8764045,523238,master only (1),-0.076143833,
egoraptor,0.2779923,259,0.875,2952978,master only (1),0.384618671,
TherealRVD,0.210431,2761,0.875,996300,master only (1),0.043028483,
FalkenTire,0.1865672,134,0.875,2192140,master only (1),0,
AlexGaskarth,0.1471698,795,0.875,620507,master only (1),-1.147067078,
therealdineo,0.1438721,563,0.875,12944053,master only (1),-1.25989195,
H3CZ,0.1363636,66,0.875,518337,master only (1),-0.716614966,
JCrossover,0.1303538,537,0.875,656173,master only (1),-1.198980595,
alhajitekno,0.124431,659,0.875,1770567,master only (1),0,
OfficialChip,0.0992908,141,0.875,791874,master only (1),0,
KCMontero,0.0946832,1373,0.875,1512528,master only (1),0.5250859,
RealJayWilliams,0.0765766,222,0.875,1381394,master only (1),0.812475888,
Cut4,0.0761905,420,0.875,2096375,master only (1),0.25271434,
marsrader,0.0740741,216,0.875,1872177,master only (1),-0.93324802,
Peruzzi,0.0671937,253,0.875,593026,master only (1),0,
shenanigansen,0.0614806,797,0.875,1015325,master only (1),-2.280089612,
larrayxo,0.0598592,284,0.875,781215,master only (1),0.159756798,
bobmarley,0.0487805,82,0.875,565908,master only (1),0,
dolcegabbana,0.0487106,349,0.875,2677607,master only (1),0.295717626,
UglyGod,0.0457746,284,0.875,1171721,master only (1),0,
FightOwensFight,0.0394737,76,0.875,2040452,master only (1),0.273320998,
WakaFlocka,0.0382514,183,0.875,686549,master only (1),0.472203825,
lelepons,0.0332226,301,0.875,1313144,master only (1),-0.198494367,
GuruOfficial,0.0277778,36,0.875,1135834,master only (1),0.966886936,
PFTompkins,0.0246914,243,0.875,1093543,master only (1),-1.924261259,
KatrinaPierson,0.0224525,579,0.875,1075403,master only (1),1.714657172,
madflavor,0.0192982,570,0.875,773537,master only (1),-0.544793855,
rahulkanwal,0.0175953,341,0.875,1867520,master only (1),0.772452727,
AdvBarryRoux,0.0175,400,0.875,642102,master only (1),0,
zoecello,0.0174603,630,0.875,955750,master only (1),-0.877759852,
StanCollymore,0.0151229,1058,0.875,1426661,master only (1),0.553999684,
jennydeluxe,0.0147059,136,0.875,863379,master only (1),-1.750320519,
afcbournemouth,0.0146341,615,0.875,608525,master only (1),0,
